Date:	Status:	Description:
01-04-2021 12:00:11 AM	Success	Running RFIDEncoder demo code
01-04-2021 12:00:11 AM	Success	Running command successfully: Arduino TurnOff
01-04-2021 12:00:26 AM	Success	Running RFIDEncoder demo code
01-04-2021 12:00:27 AM	Success	Running command successfully: Arduino TurnOff
01-04-2021 12:00:42 AM	Success	Running RFIDEncoder demo code
01-04-2021 12:00:43 AM	Success	Running command successfully: Arduino TurnOff
01-04-2021 12:00:58 AM	Success	Running RFIDEncoder demo code
01-04-2021 12:00:59 AM	Success	Running command successfully: Arduino TurnOff
01-04-2021 12:01:14 AM	Success	Running RFIDEncoder demo code
01-04-2021 12:01:15 AM	Success	Running command successfully: Arduino TurnOff
01-04-2021 12:01:30 AM	Success	Running RFIDEncoder demo code
01-04-2021 12:01:31 AM	Success	Running command successfully: Arduino TurnOff
01-04-2021 12:01:46 AM	Success	Running RFIDEncoder demo code
01-04-2021 12:01:47 AM	Success	Running command successfully: Arduino TurnOff
01-04-2021 12:02:03 AM	Success	Running RFIDEncoder demo code
01-04-2021 12:02:03 AM	Success	Running command successfully: Arduino TurnOff
01-04-2021 12:02:19 AM	Success	Running RFIDEncoder demo code
01-04-2021 12:02:19 AM	Success	Running command successfully: Arduino TurnOff
01-04-2021 12:02:35 AM	Success	Running RFIDEncoder demo code
01-04-2021 12:02:35 AM	Success	Running command successfully: Arduino TurnOff
01-04-2021 12:02:51 AM	Success	Running RFIDEncoder demo code
01-04-2021 12:02:51 AM	Success	Running command successfully: Arduino TurnOff
01-04-2021 12:03:07 AM	Success	Running RFIDEncoder demo code
01-04-2021 12:03:07 AM	Success	Running command successfully: Arduino TurnOff
01-04-2021 12:03:23 AM	Success	Running RFIDEncoder demo code
01-04-2021 12:03:23 AM	Success	Running command successfully: Arduino TurnOff
01-04-2021 12:03:39 AM	Success	Running RFIDEncoder demo code
01-04-2021 12:03:39 AM	Success	Running command successfully: Arduino TurnOff
01-04-2021 12:03:55 AM	Success	Running RFIDEncoder demo code
01-04-2021 12:03:55 AM	Success	Running command successfully: Arduino TurnOff
01-04-2021 12:04:10 AM	Success	Running RFIDEncoder demo code
01-04-2021 12:04:11 AM	Success	Running command successfully: Arduino TurnOff
