Date:	Status:	Description:
12/21/2020 01:40:56 PM	Success	Connect to card dispenser successfully! Port: COM11
12/21/2020 01:40:56 PM	Warning	Status Flag status: True
12/21/2020 01:40:56 PM	Success	Success execute dispenser code. Code: Status
12/21/2020 01:40:56 PM	Warning	AutoEject Flag status: True
12/21/2020 01:40:57 PM	Success	Success execute dispenser code. Code: AutoEject
12/21/2020 01:40:57 PM	Warning	Initializing port for Arduino...
12/21/2020 01:40:57 PM	Success	Connect to Arduino port successfully. Port: COM3
12/21/2020 01:40:58 PM	Warning	Session request
12/21/2020 01:40:58 PM	Success	Response: {"accessKey":"ae1c13d3d7614e72a582569cc8e56313","id":"c832044ec2b74d41a521448585b7ee1a"}
12/21/2020 01:40:58 PM	Warning	Enable Flag status: True
12/21/2020 01:40:58 PM	Success	Success execute dispenser code. Code: Enable
12/21/2020 01:40:58 PM	Success	Vingcard IP Encoder Initialize successfully!
12/21/2020 01:40:59 PM	Warning	Arduino received data: Debounce time: 2500, Last debounce time: 0, Millis: 0
12/21/2020 01:40:59 PM	Success	Running command successfully: Arduino TurnOff
12/21/2020 01:41:00 PM	Warning	Arduino received data: 0 > 2500? 0
12/21/2020 01:41:01 PM	Warning	Arduino received data: Debounce time: 2500, Last debounce time: 0, Millis: 57
12/21/2020 01:41:02 PM	Warning	Arduino received data: 61 > 2500? 0
12/21/2020 01:41:03 PM	Warning	Arduino received data: Debounce time: 2500, Last debounce time: 0, Millis: 130
12/21/2020 01:41:04 PM	Warning	Arduino received data: 135 > 2500? 0
12/21/2020 01:41:05 PM	Warning	Arduino received data: Debounce time: 2500, Last debounce time: 0, Millis: 204
12/21/2020 01:41:06 PM	Warning	Arduino received data: 209 > 2500? 0
12/21/2020 01:41:07 PM	Warning	Arduino received data: Debounce time: 2500, Last debounce time: 0, Millis: 279
12/21/2020 01:41:08 PM	Warning	Arduino received data: 284 > 2500? 0
12/21/2020 01:41:09 PM	Warning	Arduino received data: Debounce time: 2500, Last debounce time: 0, Millis: 354
12/21/2020 01:41:10 PM	Warning	Arduino received data: 359 > 2500? 0
12/21/2020 01:41:11 PM	Warning	Arduino received data: Debounce time: 2500, Last debounce time: 0, Millis: 429
12/21/2020 01:41:12 PM	Warning	Arduino received data: 434 > 2500? 0
12/21/2020 01:41:13 PM	Warning	Arduino received data: Debounce time: 2500, Last debounce time: 0, Millis: 503
12/21/2020 01:41:14 PM	Warning	Arduino received data: 508 > 2500? 0
12/21/2020 01:41:15 PM	Warning	Arduino received data: Debounce time: 2500, Last debounce time: 0, Millis: 578
12/21/2020 01:41:16 PM	Warning	Arduino received data: 584 > 2500? 0
12/21/2020 01:41:17 PM	Warning	Arduino received data: Debounce time: 2500, Last debounce time: 0, Millis: 654
12/21/2020 01:41:18 PM	Warning	Arduino received data: 659 > 2500? 0
12/21/2020 01:41:19 PM	Warning	Arduino received data: Debounce time: 2500, Last debounce time: 0, Millis: 729
12/21/2020 01:41:20 PM	Warning	Arduino received data: 734 > 2500? 0
12/21/2020 01:41:21 PM	Warning	Arduino received data: Debounce time: 2500, Last debounce time: 0, Millis: 803
12/21/2020 01:41:22 PM	Warning	Arduino received data: 808 > 2500? 0
12/21/2020 01:41:23 PM	Warning	Arduino received data: Debounce time: 2500, Last debounce time: 0, Millis: 878
12/21/2020 01:41:24 PM	Warning	Arduino received data: 883 > 2500? 0
12/21/2020 01:41:28 PM	Success	Connect to card dispenser successfully! Port: COM11
12/21/2020 01:41:28 PM	Warning	Status Flag status: True
12/21/2020 01:41:29 PM	Success	Success execute dispenser code. Code: Status
12/21/2020 01:41:29 PM	Warning	AutoEject Flag status: True
12/21/2020 01:41:29 PM	Success	Success execute dispenser code. Code: AutoEject
12/21/2020 01:41:29 PM	Warning	Initializing port for Arduino...
12/21/2020 01:41:29 PM	Success	Connect to Arduino port successfully. Port: COM3
12/21/2020 01:41:30 PM	Warning	Session request
12/21/2020 01:41:30 PM	Success	Response: {"accessKey":"00fa07599ab743078e309987cf16d9c3","id":"9a4f9111072e455eb9365936a9db1d95"}
12/21/2020 01:41:30 PM	Warning	Enable Flag status: True
12/21/2020 01:41:30 PM	Success	Success execute dispenser code. Code: Enable
12/21/2020 01:41:30 PM	Success	Vingcard IP Encoder Initialize successfully!
12/21/2020 01:41:32 PM	Warning	Arduino received data: ebou5me: 28417, Millis: 30680
12/21/2020 01:41:32 PM	Success	Running command successfully: Arduino TurnOff
12/21/2020 01:41:33 PM	Warning	Arduino received data: 2270 > 2ast debounce time: 28417, Millis: 30597
12/21/2020 01:41:34 PM	Warning	Arduino received data: 2188 > 2500? 0
12/21/2020 01:41:35 PM	Warning	Arduino received data: Debounce time: 2500, Last debounce time: 28417, Millis: 30680
12/21/2020 01:41:36 PM	Warning	Arduino received data: 2270 > 25Debounce time: 2500, Last debounce time: 0, Millis: 0
12/21/2020 01:41:37 PM	Warning	Arduino received data: 0 > 2500? 0
12/21/2020 01:42:06 PM	Success	Connect to card dispenser successfully! Port: COM11
12/21/2020 01:42:06 PM	Warning	Status Flag status: True
12/21/2020 01:42:06 PM	Success	Success execute dispenser code. Code: Status
12/21/2020 01:42:06 PM	Warning	AutoEject Flag status: True
12/21/2020 01:42:07 PM	Success	Success execute dispenser code. Code: AutoEject
12/21/2020 01:42:07 PM	Warning	Initializing port for Arduino...
12/21/2020 01:42:07 PM	Success	Connect to Arduino port successfully. Port: COM3
12/21/2020 01:42:07 PM	Warning	Session request
12/21/2020 01:42:07 PM	Success	Response: {"accessKey":"2a015a93b182457b8f2cacd60862d70e","id":"550920c686db4414836a1f0a40a3e8cb"}
12/21/2020 01:42:07 PM	Warning	Enable Flag status: True
12/21/2020 01:42:08 PM	Success	Success execute dispenser code. Code: Enable
12/21/2020 01:42:08 PM	Success	Vingcard IP Encoder Initialize successfully!
12/21/2020 01:42:09 PM	Warning	Arduino received data: 
